4.77193,5.07066
5.12020,6.00523
6.67254,5.55893
4.49045,5.48545
4.15505,4.78564
4.95130,4.53498
4.29802,5.45472
5.17250,4.96253
5.26016,5.59053
5.18230,5.53569
6.13992,4.85146
5.01354,4.77374
5.67636,6.22833
4.99632,5.59155
5.78602,4.94814
5.20215,5.39967
4.33570,4.99535
5.11358,6.06159
5.17856,6.19369
6.62380,5.15383
5.26974,5.15976
4.90229,4.58595
4.81132,5.25506
5.67703,5.48549
6.27826,5.45372
5.05695,6.09790
4.81835,5.38022
3.88823,6.00992
5.30411,5.04284
5.36413,6.93333
4.83942,4.17284
3.38441,5.94846
5.75247,4.68959
4.36222,5.09433
4.97244,4.57313
4.54816,5.65983
4.56618,3.98042
5.15312,6.71727
6.36979,3.92244
4.77943,4.68723
4.01624,4.12088
5.42881,4.81504
5.24109,3.36839
4.56590,5.50154
5.62079,4.25025
3.45099,4.09123
4.01041,5.61614
4.22083,4.51234
5.66355,4.94998
5.04724,4.99488
5.80317,3.49735
5.69869,5.93738
4.64484,5.57886
6.57216,5.05649
4.13082,3.65825
4.33300,6.23955
5.83632,5.11847
4.57287,5.48963
5.46291,4.51927
4.34326,4.51639
5.42062,6.10205
6.59438,5.24981
4.28915,5.25081
5.57193,4.71665
5.26751,5.82437
4.32132,4.11747
4.95414,4.51752
4.83710,5.32194
3.83531,3.88187
5.33671,5.05664
5.01379,5.21452
5.37774,3.84833
4.94422,5.13202
4.34515,5.29546
5.36269,5.20694
5.79336,3.87995
5.04534,5.09696
4.71030,4.77786
5.17081,5.19538
4.05200,4.56383
4.90582,5.34045
6.51220,4.26487
5.78943,5.61065
5.23254,4.63736
4.99026,4.72340
4.65632,4.39621
5.14060,4.11874
4.26026,5.63645
3.95491,6.26913
4.20129,6.06822
5.42323,4.60867
5.63841,4.94252
4.26294,4.82260
5.26086,4.64349
4.90233,4.05467
4.07286,4.22482
4.90958,4.69960
5.12834,4.89421
5.47125,4.95049
6.20042,4.29201
-3.44874,0.36768
-2.83601,0.70440
-2.05713,-0.21525
-3.02290,-0.36931
-2.14951,-0.36148
-3.71626,0.57808
-2.30245,-0.52230
-3.57790,0.61771
-2.85754,0.01131
-3.70323,0.17082
-2.17333,-0.61245
-3.62350,-0.28738
-2.86979,0.13736
-2.48196,0.12083
-1.72981,0.33920
-3.56279,0.39376
-2.56703,0.12902
-1.84112,-0.47439
-2.51308,0.14003
-3.72268,-0.20452
-1.47077,-0.22386
-2.17752,0.07341
-1.74997,-0.26647
-2.90499,-0.83852
-2.52877,-0.20432
-3.69345,0.62018
-2.31523,0.73872
-2.92104,-0.65626
-2.68679,0.00195
-4.06741,-0.10698
-1.91444,-0.12691
-2.86198,0.17684
-3.21404,-0.40663
-3.08495,-0.15936
-1.38120,1.46152
-1.38534,-0.15018
-2.00442,0.29842
-3.15545,0.80320
-2.13165,-0.16833
-2.69343,-0.83354
-4.13177,0.54361
-3.76849,-0.09231
-3.51746,0.39236
-3.82273,-0.42738
-2.20207,-0.00449
-1.77245,-0.73060
-3.67696,0.27083
-3.64132,0.12203
-3.90130,-0.43907
-2.68143,0.73388
-3.58078,0.22236
-3.92357,-0.54525
-2.22849,1.13677
-2.61757,-0.53726
-2.57330,-0.63496
-2.62933,0.80174
-3.60031,0.81289
-2.24160,-0.46587
-4.14368,-0.65905
-3.11992,0.40424
-2.68489,-0.07731
-2.80571,-0.70266
-3.73675,-0.50953
-1.49546,0.69409
-3.30605,0.26335
-3.26976,-0.48903
-2.85847,0.41728
-2.76639,-0.39905
-3.24097,0.17641
-2.97275,-1.28308
-2.52896,0.82578
-2.59417,-1.39045
-3.07085,0.43787
-3.67255,0.94409
-3.36376,-0.71922
-3.07918,0.87823
-2.06878,-0.28120
-3.25141,-0.42499
-3.25059,-0.13531
-2.72967,0.48938
-2.75719,-0.97354
-3.07864,0.81158
-2.84830,0.04397
-1.98727,-0.58528
-2.86567,1.49597
-4.25364,-0.23724
-3.77906,-0.98081
-3.40581,-0.96552
-2.19932,-1.10204
-4.39502,-0.12574
-2.87234,-0.89642
-3.72452,-0.87264
-2.22148,-0.33511
-2.45530,-0.13790
-3.61255,0.60887
-2.22963,-0.49516
-3.17790,-0.67661
-2.74174,1.47737
-3.13109,-0.20877
-3.96121,0.09780
0.23598,2.54797
0.75367,1.62742
-0.30349,1.78636
0.32109,2.44395
0.21253,1.78803
-0.95524,2.02516
0.49049,2.12890
0.74004,2.43695
0.63314,2.65416
-0.73183,3.11918
0.17804,1.67279
-0.37308,2.14755
0.68123,3.20271
-1.11040,2.49636
0.52412,1.44486
-0.47379,2.50699
-0.09382,3.39809
-0.18943,2.18400
-0.78462,1.49162
0.86838,1.20454
-0.10436,1.74888
-1.23224,1.29091
-1.31979,0.90236
0.74477,2.19554
0.10042,1.47616
0.17172,1.78436
-1.23439,2.11435
-0.34619,2.97048
0.31983,0.68404
2.02592,1.75476
0.27200,1.40184
0.10726,1.07923
-0.87298,3.68286
0.89124,1.91632
0.62726,1.31019
0.96798,1.01506
1.05375,2.24602
0.07910,2.02029
1.82152,2.35779
-0.27806,1.16944
0.55988,1.83191
0.54387,1.30440
-0.13126,0.47451
-0.55517,2.34900
-1.09603,1.97025
0.38190,2.29094
-0.31460,2.76332
-0.89346,2.97927
0.79528,2.79842
-0.81225,2.17323
-0.92246,1.56271
0.56507,2.76763
-0.68873,2.32763
0.13759,1.86011
0.74253,2.29663
0.03281,1.20773
0.61530,2.94637
0.83162,2.92486
1.12905,2.89751
0.47751,2.39441
0.61320,2.20865
-0.01146,2.08950
-0.78213,2.19037
-0.53403,2.36156
0.57176,2.02802
0.92772,2.13048
0.21884,1.49506
-0.26913,1.63207
-1.34024,1.64492
-0.62994,2.26117
-0.28613,0.93049
-1.03336,3.00282
-0.06371,2.24700
0.01840,1.22387
0.46087,1.86516
0.41754,2.35064
-0.28869,2.05155
0.98110,2.12490
-0.69123,1.79695
0.19509,1.84276
-0.36306,2.09350
0.36418,1.92321
-0.14679,1.70728
0.60853,2.85411
0.95270,2.56625
1.24632,2.21760
-0.92015,1.69650
1.46333,1.40150
0.26500,2.62898
0.38618,2.48878
-0.44928,1.74761
0.54287,2.37466
-0.37400,1.96213
-0.89222,1.58775
0.86062,1.74868
-0.66383,2.75801
0.02116,2.04456
-0.11342,2.28281
-0.68529,2.37957
1.13121,2.67701
